"Potential, V ( 5mV/s)"	"Current, A ( 5 mV/s)"	"Potential, V ( 10mV/s)"	"Current, A ( 10 mV/s)"	"Potential, V ( 25mV/s)"	"Current, A ( 25 mV/s)"	"Potential, V ( 50mV/s)"	"Current, A ( 50 mV/s)"	"Potential, V ( 100mV/s)"	"Current, A ( 100 mV/s)"	"Potential, V ( 200 mV/s)"	"Current, A ( 200 mV/s)"	"Potential, V ( 400 mV/s)"	"Current, A ( 400 mV/s)"
-0.221	-1.20E-06	-0.221	-4.52E-07	-0.221	8.13E-07	-0.221	1.83E-06	-0.221	3.04E-06	-0.221	4.91E-06	-0.221	7.31E-06
-0.22	-1.15E-06	-0.22	-3.93E-07	-0.22	9.06E-07	-0.22	1.96E-06	-0.22	3.22E-06	-0.22	5.17E-06	-0.22	7.62E-06
-0.219	-1.11E-06	-0.219	-3.35E-07	-0.219	9.95E-07	-0.219	2.09E-06	-0.219	3.39E-06	-0.219	5.41E-06	-0.219	7.96E-06
-0.218	-1.06E-06	-0.218	-2.74E-07	-0.218	1.09E-06	-0.218	2.22E-06	-0.218	3.58E-06	-0.218	5.65E-06	-0.218	8.29E-06
-0.217	-1.02E-06	-0.217	-2.12E-07	-0.217	1.19E-06	-0.217	2.35E-06	-0.217	3.76E-06	-0.217	5.92E-06	-0.217	8.65E-06
-0.216	-9.70E-07	-0.216	-1.51E-07	-0.216	1.28E-06	-0.216	2.49E-06	-0.216	3.95E-06	-0.216	6.17E-06	-0.216	8.98E-06
-0.215	-9.21E-07	-0.215	-8.70E-08	-0.215	1.39E-06	-0.215	2.63E-06	-0.215	4.14E-06	-0.215	6.44E-06	-0.215	9.36E-06
-0.214	-8.75E-07	-0.214	-2.51E-08	-0.214	1.48E-06	-0.214	2.76E-06	-0.214	4.33E-06	-0.214	6.70E-06	-0.214	9.70E-06
-0.213	-8.25E-07	-0.213	3.98E-08	-0.213	1.59E-06	-0.213	2.90E-06	-0.213	4.52E-06	-0.213	6.97E-06	-0.213	1.01E-05
-0.212	-7.74E-07	-0.212	1.07E-07	-0.212	1.69E-06	-0.212	3.05E-06	-0.212	4.73E-06	-0.212	7.26E-06	-0.212	1.04E-05
-0.211	-7.23E-07	-0.211	1.73E-07	-0.211	1.79E-06	-0.211	3.19E-06	-0.211	4.92E-06	-0.211	7.53E-06	-0.211	1.08E-05
-0.21	-6.72E-07	-0.21	2.41E-07	-0.21	1.90E-06	-0.21	3.34E-06	-0.21	5.13E-06	-0.21	7.80E-06	-0.21	1.12E-05
-0.209	-6.20E-07	-0.209	3.09E-07	-0.209	2.01E-06	-0.209	3.49E-06	-0.209	5.33E-06	-0.209	8.09E-06	-0.209	1.16E-05
-0.208	-5.69E-07	-0.208	3.77E-07	-0.208	2.11E-06	-0.208	3.64E-06	-0.208	5.54E-06	-0.208	8.38E-06	-0.208	1.20E-05
-0.207	-5.15E-07	-0.207	4.48E-07	-0.207	2.22E-06	-0.207	3.79E-06	-0.207	5.75E-06	-0.207	8.67E-06	-0.207	1.24E-05
-0.206	-4.63E-07	-0.206	5.17E-07	-0.206	2.33E-06	-0.206	3.94E-06	-0.206	5.96E-06	-0.206	8.95E-06	-0.206	1.28E-05
-0.205	-4.07E-07	-0.205	5.90E-07	-0.205	2.45E-06	-0.205	4.10E-06	-0.205	6.18E-06	-0.205	9.26E-06	-0.205	1.32E-05
-0.204	-3.51E-07	-0.204	6.65E-07	-0.204	2.56E-06	-0.204	4.26E-06	-0.204	6.40E-06	-0.204	9.57E-06	-0.204	1.36E-05
-0.203	-2.99E-07	-0.203	7.34E-07	-0.203	2.67E-06	-0.203	4.41E-06	-0.203	6.61E-06	-0.203	9.85E-06	-0.203	1.40E-05
-0.202	-2.43E-07	-0.202	8.06E-07	-0.202	2.78E-06	-0.202	4.57E-06	-0.202	6.83E-06	-0.202	1.01E-05	-0.202	1.44E-05
-0.201	-1.89E-07	-0.201	8.78E-07	-0.201	2.89E-06	-0.201	4.72E-06	-0.201	7.04E-06	-0.201	1.05E-05	-0.201	1.48E-05
-0.2	-1.34E-07	-0.2	9.49E-07	-0.2	3.01E-06	-0.2	4.88E-06	-0.2	7.27E-06	-0.2	1.07E-05	-0.2	1.52E-05
-0.199	-7.82E-08	-0.199	1.02E-06	-0.199	3.12E-06	-0.199	5.04E-06	-0.199	7.48E-06	-0.199	1.11E-05	-0.199	1.56E-05
-0.198	-2.35E-08	-0.198	1.10E-06	-0.198	3.24E-06	-0.198	5.20E-06	-0.198	7.71E-06	-0.198	1.13E-05	-0.198	1.60E-05
-0.197	3.22E-08	-0.197	1.17E-06	-0.197	3.35E-06	-0.197	5.36E-06	-0.197	7.92E-06	-0.197	1.16E-05	-0.197	1.64E-05
-0.196	8.83E-08	-0.196	1.24E-06	-0.196	3.46E-06	-0.196	5.52E-06	-0.196	8.15E-06	-0.196	1.20E-05	-0.196	1.69E-05
-0.195	1.41E-07	-0.195	1.31E-06	-0.195	3.57E-06	-0.195	5.67E-06	-0.195	8.35E-06	-0.195	1.23E-05	-0.195	1.73E-05
-0.194	1.98E-07	-0.194	1.39E-06	-0.194	3.68E-06	-0.194	5.83E-06	-0.194	8.58E-06	-0.194	1.25E-05	-0.194	1.77E-05
-0.193	2.52E-07	-0.193	1.46E-06	-0.193	3.80E-06	-0.193	5.99E-06	-0.193	8.79E-06	-0.193	1.29E-05	-0.193	1.81E-05
-0.192	3.07E-07	-0.192	1.53E-06	-0.192	3.91E-06	-0.192	6.14E-06	-0.192	9.02E-06	-0.192	1.32E-05	-0.192	1.85E-05
-0.191	3.62E-07	-0.191	1.60E-06	-0.191	4.02E-06	-0.191	6.30E-06	-0.191	9.23E-06	-0.191	1.35E-05	-0.191	1.89E-05
-0.19	4.14E-07	-0.19	1.67E-06	-0.19	4.13E-06	-0.19	6.45E-06	-0.19	9.44E-06	-0.19	1.37E-05	-0.19	1.93E-05
-0.189	4.68E-07	-0.189	1.74E-06	-0.189	4.24E-06	-0.189	6.61E-06	-0.189	9.65E-06	-0.189	1.40E-05	-0.189	1.97E-05
-0.188	5.20E-07	-0.188	1.81E-06	-0.188	4.35E-06	-0.188	6.76E-06	-0.188	9.87E-06	-0.188	1.43E-05	-0.188	2.02E-05
-0.187	5.71E-07	-0.187	1.88E-06	-0.187	4.45E-06	-0.187	6.90E-06	-0.187	1.01E-05	-0.187	1.46E-05	-0.187	2.05E-05
-0.186	6.24E-07	-0.186	1.95E-06	-0.186	4.56E-06	-0.186	7.05E-06	-0.186	1.03E-05	-0.186	1.49E-05	-0.186	2.10E-05
-0.185	6.75E-07	-0.185	2.01E-06	-0.185	4.66E-06	-0.185	7.20E-06	-0.185	1.05E-05	-0.185	1.52E-05	-0.185	2.13E-05
-0.184	7.25E-07	-0.184	2.08E-06	-0.184	4.76E-06	-0.184	7.34E-06	-0.184	1.07E-05	-0.184	1.55E-05	-0.184	2.17E-05
-0.183	7.74E-07	-0.183	2.14E-06	-0.183	4.86E-06	-0.183	7.48E-06	-0.183	1.09E-05	-0.183	1.57E-05	-0.183	2.21E-05
-0.182	8.21E-07	-0.182	2.20E-06	-0.182	4.95E-06	-0.182	7.61E-06	-0.182	1.11E-05	-0.182	1.60E-05	-0.182	2.25E-05
-0.181	8.68E-07	-0.181	2.27E-06	-0.181	5.05E-06	-0.181	7.75E-06	-0.181	1.13E-05	-0.181	1.63E-05	-0.181	2.28E-05
-0.18	9.14E-07	-0.18	2.33E-06	-0.18	5.14E-06	-0.18	7.89E-06	-0.18	1.14E-05	-0.18	1.65E-05	-0.18	2.32E-05
-0.179	9.59E-07	-0.179	2.38E-06	-0.179	5.23E-06	-0.179	8.01E-06	-0.179	1.16E-05	-0.179	1.68E-05	-0.179	2.35E-05
-0.178	1.00E-06	-0.178	2.44E-06	-0.178	5.32E-06	-0.178	8.14E-06	-0.178	1.18E-05	-0.178	1.70E-05	-0.178	2.39E-05
-0.177	1.05E-06	-0.177	2.50E-06	-0.177	5.41E-06	-0.177	8.26E-06	-0.177	1.20E-05	-0.177	1.73E-05	-0.177	2.42E-05
-0.176	1.09E-06	-0.176	2.55E-06	-0.176	5.49E-06	-0.176	8.38E-06	-0.176	1.21E-05	-0.176	1.75E-05	-0.176	2.46E-05
-0.175	1.13E-06	-0.175	2.60E-06	-0.175	5.57E-06	-0.175	8.50E-06	-0.175	1.23E-05	-0.175	1.77E-05	-0.175	2.49E-05
-0.174	1.17E-06	-0.174	2.65E-06	-0.174	5.64E-06	-0.174	8.60E-06	-0.174	1.25E-05	-0.174	1.79E-05	-0.174	2.52E-05
-0.173	1.20E-06	-0.173	2.70E-06	-0.173	5.72E-06	-0.173	8.71E-06	-0.173	1.26E-05	-0.173	1.81E-05	-0.173	2.55E-05
-0.172	1.24E-06	-0.172	2.75E-06	-0.172	5.79E-06	-0.172	8.82E-06	-0.172	1.28E-05	-0.172	1.84E-05	-0.172	2.58E-05
-0.171	1.28E-06	-0.171	2.79E-06	-0.171	5.86E-06	-0.171	8.91E-06	-0.171	1.29E-05	-0.171	1.86E-05	-0.171	2.61E-05
-0.17	1.31E-06	-0.17	2.83E-06	-0.17	5.92E-06	-0.17	9.01E-06	-0.17	1.30E-05	-0.17	1.87E-05	-0.17	2.64E-05
-0.169	1.34E-06	-0.169	2.87E-06	-0.169	5.99E-06	-0.169	9.10E-06	-0.169	1.32E-05	-0.169	1.89E-05	-0.169	2.67E-05
-0.168	1.37E-06	-0.168	2.91E-06	-0.168	6.04E-06	-0.168	9.18E-06	-0.168	1.33E-05	-0.168	1.91E-05	-0.168	2.69E-05
-0.167	1.40E-06	-0.167	2.95E-06	-0.167	6.10E-06	-0.167	9.27E-06	-0.167	1.34E-05	-0.167	1.93E-05	-0.167	2.72E-05
-0.166	1.43E-06	-0.166	2.98E-06	-0.166	6.15E-06	-0.166	9.35E-06	-0.166	1.35E-05	-0.166	1.94E-05	-0.166	2.74E-05
-0.165	1.46E-06	-0.165	3.01E-06	-0.165	6.20E-06	-0.165	9.42E-06	-0.165	1.36E-05	-0.165	1.96E-05	-0.165	2.77E-05
-0.164	1.48E-06	-0.164	3.04E-06	-0.164	6.25E-06	-0.164	9.49E-06	-0.164	1.37E-05	-0.164	1.97E-05	-0.164	2.79E-05
-0.163	1.50E-06	-0.163	3.07E-06	-0.163	6.29E-06	-0.163	9.55E-06	-0.163	1.38E-05	-0.163	1.99E-05	-0.163	2.81E-05
-0.162	1.52E-06	-0.162	3.09E-06	-0.162	6.33E-06	-0.162	9.61E-06	-0.162	1.39E-05	-0.162	2.00E-05	-0.162	2.83E-05
-0.161	1.54E-06	-0.161	3.12E-06	-0.161	6.37E-06	-0.161	9.66E-06	-0.161	1.40E-05	-0.161	2.01E-05	-0.161	2.85E-05
-0.16	1.56E-06	-0.16	3.14E-06	-0.16	6.40E-06	-0.16	9.71E-06	-0.16	1.41E-05	-0.16	2.02E-05	-0.16	2.86E-05
-0.159	1.58E-06	-0.159	3.16E-06	-0.159	6.43E-06	-0.159	9.76E-06	-0.159	1.41E-05	-0.159	2.03E-05	-0.159	2.88E-05
-0.158	1.60E-06	-0.158	3.18E-06	-0.158	6.45E-06	-0.158	9.80E-06	-0.158	1.42E-05	-0.158	2.04E-05	-0.158	2.89E-05
-0.157	1.61E-06	-0.157	3.19E-06	-0.157	6.48E-06	-0.157	9.83E-06	-0.157	1.42E-05	-0.157	2.05E-05	-0.157	2.91E-05
-0.156	1.62E-06	-0.156	3.21E-06	-0.156	6.50E-06	-0.156	9.87E-06	-0.156	1.43E-05	-0.156	2.06E-05	-0.156	2.92E-05
-0.155	1.64E-06	-0.155	3.22E-06	-0.155	6.51E-06	-0.155	9.89E-06	-0.155	1.43E-05	-0.155	2.06E-05	-0.155	2.93E-05
-0.154	1.65E-06	-0.154	3.23E-06	-0.154	6.53E-06	-0.154	9.92E-06	-0.154	1.44E-05	-0.154	2.07E-05	-0.154	2.94E-05
-0.153	1.65E-06	-0.153	3.23E-06	-0.153	6.54E-06	-0.153	9.93E-06	-0.153	1.44E-05	-0.153	2.07E-05	-0.153	2.95E-05
-0.152	1.66E-06	-0.152	3.24E-06	-0.152	6.55E-06	-0.152	9.95E-06	-0.152	1.44E-05	-0.152	2.08E-05	-0.152	2.96E-05
-0.151	1.67E-06	-0.151	3.25E-06	-0.151	6.55E-06	-0.151	9.96E-06	-0.151	1.44E-05	-0.151	2.08E-05	-0.151	2.96E-05
-0.15	1.67E-06	-0.15	3.25E-06	-0.15	6.55E-06	-0.15	9.96E-06	-0.15	1.44E-05	-0.15	2.08E-05	-0.15	2.97E-05
-0.149	1.68E-06	-0.149	3.25E-06	-0.149	6.55E-06	-0.149	9.97E-06	-0.149	1.45E-05	-0.149	2.08E-05	-0.149	2.97E-05
-0.148	1.68E-06	-0.148	3.25E-06	-0.148	6.55E-06	-0.148	9.97E-06	-0.148	1.45E-05	-0.148	2.09E-05	-0.148	2.98E-05
-0.147	1.68E-06	-0.147	3.24E-06	-0.147	6.55E-06	-0.147	9.96E-06	-0.147	1.45E-05	-0.147	2.08E-05	-0.147	2.98E-05
-0.146	1.68E-06	-0.146	3.24E-06	-0.146	6.54E-06	-0.146	9.96E-06	-0.146	1.45E-05	-0.146	2.08E-05	-0.146	2.98E-05
-0.145	1.68E-06	-0.145	3.24E-06	-0.145	6.53E-06	-0.145	9.95E-06	-0.145	1.44E-05	-0.145	2.08E-05	-0.145	2.98E-05
-0.144	1.68E-06	-0.144	3.23E-06	-0.144	6.52E-06	-0.144	9.93E-06	-0.144	1.44E-05	-0.144	2.08E-05	-0.144	2.98E-05
-0.143	1.68E-06	-0.143	3.22E-06	-0.143	6.50E-06	-0.143	9.91E-06	-0.143	1.44E-05	-0.143	2.08E-05	-0.143	2.98E-05
-0.142	1.67E-06	-0.142	3.21E-06	-0.142	6.48E-06	-0.142	9.89E-06	-0.142	1.44E-05	-0.142	2.07E-05	-0.142	2.97E-05
-0.141	1.67E-06	-0.141	3.20E-06	-0.141	6.47E-06	-0.141	9.87E-06	-0.141	1.43E-05	-0.141	2.07E-05	-0.141	2.97E-05
-0.14	1.66E-06	-0.14	3.19E-06	-0.14	6.45E-06	-0.14	9.84E-06	-0.14	1.43E-05	-0.14	2.07E-05	-0.14	2.97E-05
-0.139	1.66E-06	-0.139	3.17E-06	-0.139	6.42E-06	-0.139	9.81E-06	-0.139	1.43E-05	-0.139	2.06E-05	-0.139	2.96E-05
-0.138	1.65E-06	-0.138	3.16E-06	-0.138	6.40E-06	-0.138	9.78E-06	-0.138	1.42E-05	-0.138	2.05E-05	-0.138	2.95E-05
-0.137	1.64E-06	-0.137	3.15E-06	-0.137	6.37E-06	-0.137	9.74E-06	-0.137	1.42E-05	-0.137	2.05E-05	-0.137	2.94E-05
-0.136	1.63E-06	-0.136	3.13E-06	-0.136	6.34E-06	-0.136	9.70E-06	-0.136	1.41E-05	-0.136	2.04E-05	-0.136	2.94E-05
-0.135	1.63E-06	-0.135	3.11E-06	-0.135	6.32E-06	-0.135	9.67E-06	-0.135	1.41E-05	-0.135	2.03E-05	-0.135	2.93E-05
-0.134	1.62E-06	-0.134	3.09E-06	-0.134	6.29E-06	-0.134	9.62E-06	-0.134	1.40E-05	-0.134	2.03E-05	-0.134	2.92E-05
-0.133	1.61E-06	-0.133	3.07E-06	-0.133	6.25E-06	-0.133	9.58E-06	-0.133	1.39E-05	-0.133	2.02E-05	-0.133	2.91E-05
-0.132	1.60E-06	-0.132	3.05E-06	-0.132	6.22E-06	-0.132	9.53E-06	-0.132	1.39E-05	-0.132	2.01E-05	-0.132	2.90E-05
-0.131	1.58E-06	-0.131	3.03E-06	-0.131	6.19E-06	-0.131	9.48E-06	-0.131	1.38E-05	-0.131	2.00E-05	-0.131	2.88E-05
-0.13	1.57E-06	-0.13	3.01E-06	-0.13	6.15E-06	-0.13	9.44E-06	-0.13	1.38E-05	-0.13	1.99E-05	-0.13	2.87E-05
-0.129	1.56E-06	-0.129	2.99E-06	-0.129	6.12E-06	-0.129	9.39E-06	-0.129	1.37E-05	-0.129	1.98E-05	-0.129	2.86E-05
-0.128	1.55E-06	-0.128	2.97E-06	-0.128	6.08E-06	-0.128	9.34E-06	-0.128	1.36E-05	-0.128	1.97E-05	-0.128	2.85E-05
-0.127	1.53E-06	-0.127	2.95E-06	-0.127	6.04E-06	-0.127	9.28E-06	-0.127	1.35E-05	-0.127	1.96E-05	-0.127	2.83E-05
-0.126	1.52E-06	-0.126	2.92E-06	-0.126	6.00E-06	-0.126	9.23E-06	-0.126	1.35E-05	-0.126	1.95E-05	-0.126	2.82E-05
-0.125	1.51E-06	-0.125	2.90E-06	-0.125	5.96E-06	-0.125	9.17E-06	-0.125	1.34E-05	-0.125	1.94E-05	-0.125	2.80E-05
-0.124	1.49E-06	-0.124	2.87E-06	-0.124	5.92E-06	-0.124	9.12E-06	-0.124	1.33E-05	-0.124	1.93E-05	-0.124	2.79E-05
-0.123	1.48E-06	-0.123	2.85E-06	-0.123	5.88E-06	-0.123	9.06E-06	-0.123	1.32E-05	-0.123	1.92E-05	-0.123	2.77E-05
-0.122	1.46E-06	-0.122	2.82E-06	-0.122	5.84E-06	-0.122	9.00E-06	-0.122	1.31E-05	-0.122	1.90E-05	-0.122	2.76E-05
-0.121	1.45E-06	-0.121	2.80E-06	-0.121	5.80E-06	-0.121	8.94E-06	-0.121	1.31E-05	-0.121	1.89E-05	-0.121	2.74E-05
-0.12	1.44E-06	-0.12	2.77E-06	-0.12	5.76E-06	-0.12	8.88E-06	-0.12	1.30E-05	-0.12	1.88E-05	-0.12	2.73E-05
-0.119	1.42E-06	-0.119	2.75E-06	-0.119	5.71E-06	-0.119	8.82E-06	-0.119	1.29E-05	-0.119	1.87E-05	-0.119	2.71E-05
-0.118	1.40E-06	-0.118	2.72E-06	-0.118	5.67E-06	-0.118	8.76E-06	-0.118	1.28E-05	-0.118	1.86E-05	-0.118	2.69E-05
-0.117	1.39E-06	-0.117	2.70E-06	-0.117	5.63E-06	-0.117	8.70E-06	-0.117	1.27E-05	-0.117	1.85E-05	-0.117	2.68E-05
-0.116	1.37E-06	-0.116	2.67E-06	-0.116	5.59E-06	-0.116	8.64E-06	-0.116	1.26E-05	-0.116	1.83E-05	-0.116	2.66E-05
-0.115	1.36E-06	-0.115	2.64E-06	-0.115	5.54E-06	-0.115	8.58E-06	-0.115	1.26E-05	-0.115	1.82E-05	-0.115	2.64E-05
-0.114	1.34E-06	-0.114	2.62E-06	-0.114	5.50E-06	-0.114	8.52E-06	-0.114	1.25E-05	-0.114	1.81E-05	-0.114	2.62E-05
-0.113	1.33E-06	-0.113	2.59E-06	-0.113	5.46E-06	-0.113	8.45E-06	-0.113	1.24E-05	-0.113	1.80E-05	-0.113	2.61E-05
-0.112	1.31E-06	-0.112	2.56E-06	-0.112	5.41E-06	-0.112	8.39E-06	-0.112	1.23E-05	-0.112	1.78E-05	-0.112	2.59E-05
-0.111	1.29E-06	-0.111	2.54E-06	-0.111	5.37E-06	-0.111	8.33E-06	-0.111	1.22E-05	-0.111	1.77E-05	-0.111	2.57E-05
-0.11	1.28E-06	-0.11	2.51E-06	-0.11	5.32E-06	-0.11	8.27E-06	-0.11	1.21E-05	-0.11	1.76E-05	-0.11	2.55E-05
-0.109	1.26E-06	-0.109	2.48E-06	-0.109	5.28E-06	-0.109	8.21E-06	-0.109	1.20E-05	-0.109	1.75E-05	-0.109	2.54E-05
-0.108	1.25E-06	-0.108	2.46E-06	-0.108	5.24E-06	-0.108	8.15E-06	-0.108	1.19E-05	-0.108	1.73E-05	-0.108	2.52E-05
-0.107	1.23E-06	-0.107	2.43E-06	-0.107	5.19E-06	-0.107	8.08E-06	-0.107	1.19E-05	-0.107	1.72E-05	-0.107	2.50E-05
-0.106	1.22E-06	-0.106	2.41E-06	-0.106	5.15E-06	-0.106	8.02E-06	-0.106	1.18E-05	-0.106	1.71E-05	-0.106	2.48E-05
-0.105	1.20E-06	-0.105	2.38E-06	-0.105	5.11E-06	-0.105	7.96E-06	-0.105	1.17E-05	-0.105	1.70E-05	-0.105	2.47E-05
-0.104	1.18E-06	-0.104	2.35E-06	-0.104	5.06E-06	-0.104	7.90E-06	-0.104	1.16E-05	-0.104	1.68E-05	-0.104	2.45E-05
-0.103	1.17E-06	-0.103	2.33E-06	-0.103	5.02E-06	-0.103	7.84E-06	-0.103	1.15E-05	-0.103	1.67E-05	-0.103	2.43E-05
-0.102	1.15E-06	-0.102	2.30E-06	-0.102	4.98E-06	-0.102	7.78E-06	-0.102	1.14E-05	-0.102	1.66E-05	-0.102	2.41E-05
-0.101	1.14E-06	-0.101	2.28E-06	-0.101	4.94E-06	-0.101	7.72E-06	-0.101	1.13E-05	-0.101	1.65E-05	-0.101	2.40E-05
-0.1	1.12E-06	-0.1	2.25E-06	-0.1	4.90E-06	-0.1	7.66E-06	-0.1	1.13E-05	-0.1	1.64E-05	-0.1	2.38E-05
-0.099	1.11E-06	-0.099	2.23E-06	-0.099	4.85E-06	-0.099	7.60E-06	-0.099	1.12E-05	-0.099	1.62E-05	-0.099	2.36E-05
-0.098	1.09E-06	-0.098	2.20E-06	-0.098	4.81E-06	-0.098	7.54E-06	-0.098	1.11E-05	-0.098	1.61E-05	-0.098	2.34E-05
-0.097	1.08E-06	-0.097	2.18E-06	-0.097	4.77E-06	-0.097	7.48E-06	-0.097	1.10E-05	-0.097	1.60E-05	-0.097	2.33E-05
-0.096	1.06E-06	-0.096	2.15E-06	-0.096	4.73E-06	-0.096	7.42E-06	-0.096	1.09E-05	-0.096	1.59E-05	-0.096	2.31E-05
-0.095	1.05E-06	-0.095	2.13E-06	-0.095	4.69E-06	-0.095	7.36E-06	-0.095	1.08E-05	-0.095	1.58E-05	-0.095	2.29E-05
-0.094	1.04E-06	-0.094	2.10E-06	-0.094	4.65E-06	-0.094	7.31E-06	-0.094	1.08E-05	-0.094	1.56E-05	-0.094	2.28E-05
-0.093	1.02E-06	-0.093	2.08E-06	-0.093	4.61E-06	-0.093	7.25E-06	-0.093	1.07E-05	-0.093	1.55E-05	-0.093	2.26E-05
-0.092	1.01E-06	-0.092	2.06E-06	-0.092	4.57E-06	-0.092	7.19E-06	-0.092	1.06E-05	-0.092	1.54E-05	-0.092	2.24E-05
-0.091	9.94E-07	-0.091	2.03E-06	-0.091	4.53E-06	-0.091	7.14E-06	-0.091	1.05E-05	-0.091	1.53E-05	-0.091	2.23E-05
-0.09	9.80E-07	-0.09	2.01E-06	-0.09	4.49E-06	-0.09	7.08E-06	-0.09	1.04E-05	-0.09	1.52E-05	-0.09	2.21E-05
-0.089	9.67E-07	-0.089	1.99E-06	-0.089	4.46E-06	-0.089	7.03E-06	-0.089	1.04E-05	-0.089	1.51E-05	-0.089	2.20E-05
-0.088	9.53E-07	-0.088	1.96E-06	-0.088	4.42E-06	-0.088	6.97E-06	-0.088	1.03E-05	-0.088	1.50E-05	-0.088	2.18E-05
-0.087	9.40E-07	-0.087	1.94E-06	-0.087	4.38E-06	-0.087	6.92E-06	-0.087	1.02E-05	-0.087	1.49E-05	-0.087	2.16E-05
-0.086	9.27E-07	-0.086	1.92E-06	-0.086	4.34E-06	-0.086	6.87E-06	-0.086	1.01E-05	-0.086	1.48E-05	-0.086	2.15E-05
-0.085	9.14E-07	-0.085	1.90E-06	-0.085	4.31E-06	-0.085	6.81E-06	-0.085	1.01E-05	-0.085	1.47E-05	-0.085	2.13E-05
-0.084	9.01E-07	-0.084	1.88E-06	-0.084	4.27E-06	-0.084	6.76E-06	-0.084	9.98E-06	-0.084	1.46E-05	-0.084	2.12E-05
-0.083	8.89E-07	-0.083	1.85E-06	-0.083	4.24E-06	-0.083	6.71E-06	-0.083	9.91E-06	-0.083	1.45E-05	-0.083	2.10E-05
-0.082	8.77E-07	-0.082	1.83E-06	-0.082	4.20E-06	-0.082	6.66E-06	-0.082	9.84E-06	-0.082	1.44E-05	-0.082	2.09E-05
-0.081	8.64E-07	-0.081	1.81E-06	-0.081	4.17E-06	-0.081	6.61E-06	-0.081	9.77E-06	-0.081	1.43E-05	-0.081	2.07E-05
-0.08	8.52E-07	-0.08	1.79E-06	-0.08	4.13E-06	-0.08	6.56E-06	-0.08	9.70E-06	-0.08	1.42E-05	-0.08	2.06E-05
-0.079	8.40E-07	-0.079	1.77E-06	-0.079	4.10E-06	-0.079	6.51E-06	-0.079	9.63E-06	-0.079	1.40E-05	-0.079	2.05E-05
-0.078	8.29E-07	-0.078	1.75E-06	-0.078	4.06E-06	-0.078	6.46E-06	-0.078	9.56E-06	-0.078	1.39E-05	-0.078	2.03E-05
-0.077	8.17E-07	-0.077	1.73E-06	-0.077	4.03E-06	-0.077	6.42E-06	-0.077	9.49E-06	-0.077	1.39E-05	-0.077	2.02E-05
-0.076	8.06E-07	-0.076	1.71E-06	-0.076	4.00E-06	-0.076	6.37E-06	-0.076	9.43E-06	-0.076	1.38E-05	-0.076	2.01E-05
-0.075	7.95E-07	-0.075	1.69E-06	-0.075	3.97E-06	-0.075	6.32E-06	-0.075	9.36E-06	-0.075	1.37E-05	-0.075	1.99E-05
-0.074	7.84E-07	-0.074	1.67E-06	-0.074	3.93E-06	-0.074	6.28E-06	-0.074	9.30E-06	-0.074	1.36E-05	-0.074	1.98E-05
-0.073	7.73E-07	-0.073	1.65E-06	-0.073	3.90E-06	-0.073	6.23E-06	-0.073	9.23E-06	-0.073	1.35E-05	-0.073	1.96E-05
-0.072	7.62E-07	-0.072	1.63E-06	-0.072	3.87E-06	-0.072	6.19E-06	-0.072	9.17E-06	-0.072	1.34E-05	-0.072	1.95E-05
-0.071	7.51E-07	-0.071	1.61E-06	-0.071	3.84E-06	-0.071	6.14E-06	-0.071	9.11E-06	-0.071	1.33E-05	-0.071	1.94E-05
-0.07	7.41E-07	-0.07	1.60E-06	-0.07	3.81E-06	-0.07	6.10E-06	-0.07	9.04E-06	-0.07	1.32E-05	-0.07	1.93E-05
-0.069	7.31E-07	-0.069	1.58E-06	-0.069	3.78E-06	-0.069	6.06E-06	-0.069	8.98E-06	-0.069	1.31E-05	-0.069	1.91E-05
-0.068	7.21E-07	-0.068	1.56E-06	-0.068	3.75E-06	-0.068	6.01E-06	-0.068	8.92E-06	-0.068	1.30E-05	-0.068	1.90E-05
-0.067	7.11E-07	-0.067	1.54E-06	-0.067	3.72E-06	-0.067	5.97E-06	-0.067	8.86E-06	-0.067	1.30E-05	-0.067	1.89E-05
-0.066	7.01E-07	-0.066	1.53E-06	-0.066	3.69E-06	-0.066	5.93E-06	-0.066	8.80E-06	-0.066	1.29E-05	-0.066	1.88E-05
-0.065	6.92E-07	-0.065	1.51E-06	-0.065	3.66E-06	-0.065	5.89E-06	-0.065	8.75E-06	-0.065	1.28E-05	-0.065	1.87E-05
-0.064	6.83E-07	-0.064	1.49E-06	-0.064	3.63E-06	-0.064	5.85E-06	-0.064	8.69E-06	-0.064	1.27E-05	-0.064	1.85E-05
-0.063	6.74E-07	-0.063	1.48E-06	-0.063	3.61E-06	-0.063	5.81E-06	-0.063	8.63E-06	-0.063	1.26E-05	-0.063	1.84E-05
-0.062	6.65E-07	-0.062	1.46E-06	-0.062	3.58E-06	-0.062	5.77E-06	-0.062	8.58E-06	-0.062	1.26E-05	-0.062	1.83E-05
-0.061	6.56E-07	-0.061	1.44E-06	-0.061	3.55E-06	-0.061	5.73E-06	-0.061	8.52E-06	-0.061	1.25E-05	-0.061	1.82E-05
-0.06	6.47E-07	-0.06	1.43E-06	-0.06	3.53E-06	-0.06	5.69E-06	-0.06	8.47E-06	-0.06	1.24E-05	-0.06	1.81E-05
-0.059	6.38E-07	-0.059	1.41E-06	-0.059	3.50E-06	-0.059	5.65E-06	-0.059	8.41E-06	-0.059	1.23E-05	-0.059	1.80E-05
